UniqName,MelodyNumber,Filename,Encoder,Section,Page,Chapter,Key,Mode
Literature,55,Literature55,DJB,II,357,5,F,
Literature,56,Literature56,DJB,II,357,5,D,
Literature,57,Literature57,ESM,II,357,5,G,
Literature,58,Literature58,ESM,II,357,5,e,Pentatonic
Literature,59,Literature59,ESM,II,358,5,g,Pentatonic
Literature,60,Literature60,ESM,II,358,5,F,Pentatonic
Literature,61,Literature61,ESM,II,358,5,B-,
Literature,62,Literature62,ESM,II,358,5,C,
Literature,63,Literature63,ESM,II,359,5,G,
Literature,64,Literature64,ESM,II,359,5,b,
Literature,65,Literature65,ESM,II,359,5,G,
Literature,66,Literature66,ESM,II,359,5,F,
Literature,67,Literature67,ESM,II,360,5,d,
Literature,68,Literature68,ESM,II,360,5,F,
Literature,69,Literature69,ESM,II,360,5,C,
Literature,70,Literature70,ESM,II,360,5,a,
Literature,71,Literature71,ESM,II,360,5,G,
Literature,72,Literature72,ESM,II,361,5,D,
Literature,73,Literature73,ESM,II,361,5,B-,
Literature,74,Literature74,ESM,II,361,5,E,
Literature,75,Literature75,ESM,II,361,5,D,
Literature,76,Literature76,ESM,II,361,5,G,
Literature,77,Literature77,ESM,II,362,5,F,
Literature,78,Literature78,ESM,II,362,5,E-,
Literature,79,Literature79,ESM,II,362,5,g,
Literature,80,Literature80,ESM,II,362,5,C,
Literature,81,Literature81,ESM,II,362,5,g,
Literature,82,Literature82,ESM,II,363,5,D-,
Literature,83,Literature83,ESM,II,363,5,f#,Aeolian
Literature,84,Literature84,ESM,II,363,5,E,
Literature,85,Literature85,ESM,II,363,5,F#,
Literature,86,Literature86,ESM,II,364,5,g,Aeolian
Literature,87,Literature87,ESM,II,364,5,C,
Literature,88,Literature88,DJB,III,365,5,A-,
Literature,89,Literature89,DJB,III,365,5,E-,
Literature,90,Literature90,DJB,III,365,5,C,
Literature,91,Literature91,DJB,III,365,5,A-,
Literature,92,Literature92,DJB,III,366,5,b-,
Literature,93,Literature93,DJB,III,366,5,G,
Literature,94,Literature94,DJB,III,366,5,E-,
Literature,95,Literature95,DJB,III,366,5,B,
Literature,96,Literature96,DJB,III,367,5,A,
Literature,97,Literature97,DJB,III,367,5,E-,
Literature,98,Literature98,DJB,III,367,5,D-,
Literature,99,Literature99,DJB,III,367,5,D,
Literature,100,Literature100,DJB,III,368,5,A-,
Literature,101,Literature101,DJB,III,368,5,g,
Literature,102,Literature102,DJB,III,368,5,e,
Literature,103,Literature103,DJB,III,368,5,F,
Literature,104,Literature104,DJB,III,369,5,E,
Literature,105,Literature105,DJB,III,369,5,D,
Literature,106,Literature106,DJB,III,369,5,F,
Literature,107,Literature107,DJB,III,369,5,a,Phrygian
Literature,108,Literature108,DJB,III,370,5,c,
Literature,109,Literature109,DJB,III,370,5,a,
Literature,110,Literature110,DJB,III,370,5,e-,
Literature,111,Literature111,DJB,III,370,5,G,
Literature,112,Literature112,DJB,III,371,5,f,
Literature,113,Literature113,DJB,III,371,5,e,
Literature,114,Literature114,DJB,III,371,5,A-,
Literature,115,Literature115,DJB,III,371,5,B,
Literature,116,Literature116,DJB,IV,372,5,E-,
Literature,117,Literature117,DJB,IV,372,5,C,
Literature,118,Literature118,DJB,IV,372,5,D-,
Literature,119,Literature119,DJB,IV,372,5,A,
Literature,120,Literature120,DJB,IV,373,5,E-,
Literature,121,Literature121,DJB,IV,373,5,F#,
Literature,122,Literature122,DJB,IV,373,5,a,
Literature,123,Literature123,DJB,IV,373,5,g,
Literature,124,Literature124,DJB,IV,374,5,g,
Literature,125,Literature125,DJB,IV,374,5,a,
Literature,126,Literature126,DJB,IV,374,5,A,
Literature,127,Literature127,DJB,IV,374,5,c,
Literature,128,Literature128,DJB,IV,375,5,c,
Literature,129,Literature129,DJB,IV,375,5,E-,
Literature,130,Literature130,DJB,IV,375,5,b,
Literature,131,Literature131,DJB,IV,375,5,d,
Literature,132,Literature132,DJB,IV,375,5,B-,
Literature,133,Literature133,DJB,IV,376,5,c,
Literature,134,Literature134,DJB,IV,376,5,E,
Literature,135,Literature135,DJB,IV,376,5,e,
Literature,136,Literature136,DJB,IV,377,5,b,
Literature,137,Literature137,DJB,IV,377,5,c,
Literature,138,Literature138,DJB,IV,377,5,c,
Literature,139,Literature139,DJB,IV,377,5,C,Hexatonic
Literature,140,Literature140,DJB,IV,378,5,e,Phrygian
Literature,141,Literature141,DJB,IV,378,5,a,
Literature,142,Literature142,DJB,IV,378,5,b-,
Literature,143,Literature143,DJB,IV,379,5,b,
Literature,144,Literature144,DJB,IV,379,5,a,Octatonic
Literature,145,Literature145,DJB,IV,379,5,D,
Literature,146,Literature146,DJB,IV,379,5,A-,
Literature,147,Literature147,DJB,IV,380,5,f#,
Literature,148,Literature148,DJB,IV,380,5,g#,
Literature,149,Literature149,DJB,IV,380,5,B-,
Literature,150,Literature150,DJB,IV,381,5,E,
Literature,151,Literature151,DJB,IV,381,5,E,
Literature,152,Literature152,AR,IV,381,5,g,
Literature,153,Literature153,AR,IV,382,5,a,Octatonic
Literature,154,Literature154,AR,IV,382,5,a,
