file.id,mean.entropy,mean.productivity,mean.Simpsons.D,mean.Yules.K,mean.Sichels.S,mean.Honores.H,p.range,p.entropy,p.std,i.abs.range,i.abs.mean,i.abs.std,i.mode,i.entropy,d.range,d.median,d.mode,d.entropy,d.eq.trans,d.half.trans,d.dotted.trans,len,glob.duration,note.dens,tonalness,tonal.clarity,tonal.spike,int.cont.grad.mean,int.cont.grad.std,int.cont.dir.change,step.cont.glob.var,step.cont.glob.dir,step.cont.loc.var,mode,h.contour,int.cont.glob.dir,int.contour.class
No_27_Cypress_Swamp_Hunting_Dance_Song_(b),0.748921721706525,0.358487394957983,0.0421614986320869,374.376364911546,0.0736274509803922,268.456807407715,7,0.311153207858685,2.51603552888442,7,1.48888888888889,2.00705825233919,3,0.375866235155539,0.8334,3,2,0.354721820512852,0.488888888888889,0.0888888888888889,0.2,46,15.25,3.01639344262295,0.801446725033786,1.21424649427138,0.240728267305132,0.84812030075188,0.856044708082141,1,2.60899369726707,-0.602922516679869,1,major,descending,-1,bccc
No_27_Dance_Song_of_Grindstone_Village_(b),0.840944281840886,0.524476519939646,0.017759490659367,166.082414712314,0.159605892075404,327.504763570005,17,0.503427760126034,3.94725910352738,12,1.74683544303797,1.87061181840005,5,0.543274064282311,0.4167,6,2,0.429443227259196,0.20253164556962,0.227848101265823,0.240506329113924,80,21.25,3.76470588235294,0.620369283164515,1.14641825267952,0.160236000197294,3.50250281054655,4.86671428333253,0.555555555555556,3.44965107031683,-0.048258895058877,1.8695652173913,minor,asc-horiz,1,ccad
No_27_Fourth_Song_of_the_Mî'nîsîno'wuck,0.79309257241017,0.367666806261654,0.0171930391739254,150.166456024581,0.213687165775401,334.144743674281,19,0.640703749832489,4.56784624935611,5,1.34848484848485,1.47275173365971,4,0.462858185447841,1.5,2,1,0.195494397173241,0.621212121212121,0.242424242424242,0,67,43,1.55813953488372,0.849628147989578,1.16609791157574,0.183922287543593,1.55813953488372,1.88279458877492,0.642857142857143,4.7028590364674,-0.862546726719705,1.17105263157895,major,descending,-1,cccc
No_27_My_Grandfather_the_Thunderbird,0.764977319507905,0.480056147107076,0.017448877810638,146.085064245513,0.0870798319327731,318.997743490504,19,0.600440696600215,5.09731008096598,7,0.986842105263158,1.65322651041436,6,0.443402024269167,0.9375,3,3,0.424690362203467,0.184210526315789,0.513157894736842,0.105263157894737,77,19,4.05263157894737,0.886811535122017,1.26656161819984,0.204486634471829,2.55413711583924,4.33595714378397,0.666666666666667,5.41121081046673,-0.952899784185465,0.847222222222222,major,descending,-1,cbcc
No_27_Song_of_the_Old_Woman_Who_Attended_Elder_Brother,0.830274030495324,0.50130037318962,0.0151375219118163,136.457562151919,0.21484126984127,331.247218514119,14,0.49537313458276,3.29903070667789,7,1.40540540540541,1.77439103131896,5,0.502604392860801,0.875,2,2,0.258718354132916,0.662162162162162,0.216216216216216,0.0540540540540541,75,21,3.57142857142857,0.822667813620685,1.15138204574482,0.19099403603628,3.41811310382739,4.9122365019401,0.705882352941177,3.22070805459923,-0.504120392805032,1.11688311688312,major,convex,1,dccd
No_27,0.803673593822265,0.571617278490344,0.0300923878323259,230.781176301926,0.0696969696969697,208.943113429824,19,0.627454015239343,5.29971287163174,7,3.22727272727273,1.57152695481082,2,0.603983966154422,0,2,1,0,1,0,0,23,11,2.09090909090909,0.798613470632056,1.08715158316784,0.219158220006417,4.27272727272727,5.01582150677466,1,5.22119426618254,-0.878143733594981,1.04411764705882,minor,descending,-1,bbbb
No_28_Badger_Medicine_Song,0.76717007895307,0.312384396118999,0.0273673775737654,241.887867188119,0.381307189542484,298.669899421594,14,0.47738788633797,4.67055842515595,7,1.20754716981132,1.76894678101925,4,0.417209749668938,0.25,1,1,0.291561802134766,0.150943396226415,0.641509433962264,0.0943396226415094,54,11.125,4.85393258426966,0.860559499890521,1.08629182758605,0.209799004384837,2.02261084614026,3.12608056662939,0.142857142857143,4.60663879463963,-0.803703649845066,0.842105263157895,minor,descending,-1,cacc
No_28_Cypress_Swamp_Hunting_Dance_Song_(c),0.884304875730485,0.62378262280522,0.0114236608451939,104.937719573579,0.160156729235677,314.751987818452,17,0.496061566297588,3.71897704985384,10,2.15492957746479,2.51650487396391,5,0.55706130560612,0.9167,6,4,0.517280288685643,0.394366197183099,0.253521126760563,0.140845070422535,72,24.5,2.93877551020408,0.849531025126015,1.1743694606682,0.210060699800662,4.46517342787261,8.75836417263842,0.5625,3.11561722730356,-0.344661776682283,1.61111111111111,major,desc-horiz,-1,bedc
No_28_The_Superman_Sets_an_Example,0,0,0,-961.958616780045,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,16,11.75,1.36170212765957,0.684472694909599,1.00041146376712,0.231517283781557,0,0,0,0,0,0,major,horizontal,0,cccc
No_28_Undetermined_Dance_Song_(b),0.626465060517683,0.197615412798645,0.033993910214044,290.280596596544,0.113663704716336,342.553977669138,19,0.66045464966885,5.79411514684755,12,1.14473684210526,1.85977738716884,4,0.406983555196289,0.9375,2,2,0.337171877096316,0.513157894736842,0.302631578947368,0.0394736842105263,77,13.5,5.7037037037037,0.844922362704339,1.09532707148733,0.192664384522252,2.86548397136632,8.89342793623686,0.333333333333333,5.80765456450504,-0.89106855250743,1.03571428571429,major,descending,-1,bccc
